FID,Id,gridcode,Shape__Area,Shape__Length,SHAPE
546,546,18,597957499954.832,4989933.993116008,"{'rings': [[[7792364.35548466, -4163881.14407787], [7124447.41075839, -4163881.14407787], [5565974.53966368, -4163881.14407787], [5565974.53966368, -3895303.96334084], [6011252.5028479, -3895303.96334084], [7792364.35548466, -3895303.96334084], [7792364.35548466, -4163881.14407787]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
547,547,17,478365999985.3711,4099378.066947803,"{'rings': [[[9573476.20822153, -4163881.14407787], [8905559.26349526, -4163881.14407787], [7792364.35548466, -4163881.14407787], [7792364.35548466, -3895303.96334084], [8237642.31866888, -3895303.96334084], [9573476.20822153, -3895303.96334084], [9573476.20822153, -4163881.14407787]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
548,548,16,597957499954.8359,4989933.993116008,"{'rings': [[[11799866.0240425, -4163881.14407787], [9573476.20822153, -4163881.14407787], [9573476.20822153, -3895303.96334084], [10241393.1529478, -3895303.96334084], [11577227.0425005, -3895303.96334084], [11799866.0240425, -3895303.96334084], [11799866.0240425, -4163881.14407787]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
549,549,17,119591499996.34375,1427710.2878424954,"{'rings': [[[12245143.9872267, -4163881.14407787], [12022505.0056847, -4163881.14407787], [11799866.0240425, -4163881.14407787], [11799866.0240425, -3895303.96334084], [12245143.9872267, -3895303.96334084], [12245143.9872267, -4163881.14407787]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
550,550,18,119591499996.34375,1427710.2878425065,"{'rings': [[[12690421.950411, -4163881.14407787], [12467782.9688689, -4163881.14407787], [12245143.9872267, -4163881.14407787], [12245143.9872267, -3895303.96334084], [12467782.9688689, -3895303.96334084], [12690421.950411, -3895303.96334084], [12690421.950411, -4163881.14407787]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
551,551,19,119591499996.35156,1427710.287842499,"{'rings': [[[13135699.9135952, -4163881.14407787], [12690421.950411, -4163881.14407787], [12690421.950411, -3895303.96334084], [13135699.9135952, -3895303.96334084], [13135699.9135952, -4163881.14407787]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
552,552,17,750583861362.1953,4293758.011666805,"{'rings': [[[13135699.9135952, -4163881.14407787], [13135699.9135952, -3895303.96334084], [14716387.0837795, -3589632.13149205], [14916811.766332, -3895303.96334084], [14916811.766332, -4163881.14407787], [13135699.9135952, -4163881.14407787]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
553,553,20,179387249981.07812,1872988.2509266194,"{'rings': [[[17588479.5453372, -4163881.14407787], [17365840.5637952, -4163881.14407787], [16920562.600611, -4163881.14407787], [16920562.600611, -3895303.96334084], [17588479.5453372, -3895303.96334084], [17588479.5453372, -4163881.14407787]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
554,554,19,179387249981.0703,1872988.2509265896,"{'rings': [[[18256396.4900635, -4163881.14407787], [18033757.5085215, -4163881.14407787], [17588479.5453372, -4163881.14407787], [17588479.5453372, -3895303.96334084], [18256396.4900635, -3895303.96334084], [18256396.4900635, -4163881.14407787]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
555,555,18,478365657377.9844,4099375.5156707307,"{'rings': [[[20037507.0671618, -4163881.14407787], [18256396.4900635, -4163881.14407787], [18256396.4900635, -3895303.96334084], [20037507.0671618, -3895303.96334084], [20037507.0671618, -3948518.42705942], [20037507.0671618, -4001978.42353007], [20037507.0671618, -4055688.85899278], [20037507.0671618, -4109654.73355266], [20037507.0671618, -4163881.14407787]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
556,556,17,245103476496.5,2331560.587766192,"{'rings': [[[-20037507.0671618, -4163881.14407787], [-19146952.4164097, -4163881.14407787], [-19146952.4164097, -4439106.7872088], [-20037507.0671618, -4439106.7872088], [-20037507.0671618, -4369640.51062215], [-20037507.0671618, -4300621.37203052], [-20037507.0671618, -4232038.46239887], [-20037507.0671618, -4163881.14407787]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
557,557,16,2696142103284.3125,20142681.665766776,"{'rings': [[[-9350837.22665722, -4439106.7872088], [-9573476.20819928, -4439106.7872088], [-19146952.4164097, -4439106.7872088], [-19146952.4164097, -4163881.14407787], [-18256396.4901414, -4163881.14407787], [-15807367.6926782, -4163881.14407787], [-10464032.1345677, -4163881.14407787], [-9350837.22665722, -4163881.14407787], [-9350837.22665722, -4439106.7872088]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
558,558,15,183827870697.89062,1886285.1759146256,"{'rings': [[[-9350837.22665722, -4439106.7872088], [-9350837.22665722, -4163881.14407787], [-8682920.28183084, -4163881.14407787], [-8682920.28183084, -4439106.7872088], [-9350837.22665722, -4439106.7872088]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
559,559,15,61275956880.92578,995729.2493459648,"{'rings': [[[-6233891.48446781, -4439106.7872088], [-6456530.46600986, -4439106.7872088], [-6456530.46600986, -4163881.14407787], [-6233891.48446781, -4163881.14407787], [-6233891.48446781, -4439106.7872088]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
560,560,16,61275956908.48047,995729.2495461972,"{'rings': [[[-6011252.50282564, -4439106.7872088], [-6233891.48446781, -4439106.7872088], [-6233891.48446781, -4163881.14407787], [-6011252.50282564, -4163881.14407787], [-6011252.50282564, -4439106.7872088]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
561,561,18,245103827578.8164,2331563.1389987366,"{'rings': [[[-4898057.59491516, -4439106.7872088], [-5343335.55809937, -4439106.7872088], [-5788613.52128359, -4439106.7872088], [-5788613.52128359, -4163881.14407787], [-4898057.59491516, -4163881.14407787], [-4898057.59491516, -4439106.7872088]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
562,562,17,367655741368.22266,3222119.0653671743,"{'rings': [[[-3562223.7053625, -4439106.7872088], [-3784862.68700467, -4439106.7872088], [-4898057.59491516, -4439106.7872088], [-4898057.59491516, -4163881.14407787], [-3562223.7053625, -4163881.14407787], [-3562223.7053625, -4439106.7872088]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
563,563,16,919139353379.2275,7229620.733724788,"{'rings': [[[-222638.981631038, -4439106.7872088], [-2449028.79745201, -4439106.7872088], [-3562223.7053625, -4439106.7872088], [-3562223.7053625, -4163881.14407787], [-890555.926357307, -4163881.14407787], [-222638.981631038, -4163881.14407787], [-222638.981631038, -4439106.7872088]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
564,564,16,306379784459.74243,2776841.1020828374,"{'rings': [[[1113194.90792162, -4439106.7872088], [890555.926379567, -4439106.7872088], [1.11305657984171e-05, -4439106.7872088], [1.11305657984171e-05, -4163881.14407787], [1113194.90792162, -4163881.14407787], [1113194.90792162, -4439106.7872088]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
565,565,20,242143413785.7539,2423439.5371884573,"{'rings': [[[3116945.74220054, -4439106.7872088], [2671667.77901632, -4439106.7872088], [2671667.77901632, -4163881.14407787], [2449028.79747427, -4163881.14407787], [2449028.79747427, -3895303.96334084], [2894306.76065849, -3895303.96334084], [2894306.76065849, -4163881.14407787], [3116945.74220054, -4163881.14407787], [3116945.74220054, -4439106.7872088]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
566,566,19,367655741368.22266,3222119.0653671734,"{'rings': [[[4452779.6317532, -4439106.7872088], [4230140.65011103, -4439106.7872088], [3116945.74220054, -4439106.7872088], [3116945.74220054, -4163881.14407787], [3562223.70538476, -4163881.14407787], [4452779.6317532, -4163881.14407787], [4452779.6317532, -4439106.7872088]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
567,567,18,306379784459.7422,2776841.1020828383,"{'rings': [[[5565974.53966368, -4439106.7872088], [4452779.6317532, -4439106.7872088], [4452779.6317532, -4163881.14407787], [4675418.61329525, -4163881.14407787], [5565974.53966368, -4163881.14407787], [5565974.53966368, -4439106.7872088]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
568,568,17,428931698249.14844,3667397.028451276,"{'rings': [[[7124447.41075839, -4439106.7872088], [6901808.42921634, -4439106.7872088], [5565974.53966368, -4439106.7872088], [5565974.53966368, -4163881.14407787], [7124447.41075839, -4163881.14407787], [7124447.41075839, -4439106.7872088]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
569,569,16,490207655157.6328,4112674.99173561,"{'rings': [[[8905559.26349526, -4439106.7872088], [8460281.30031105, -4439106.7872088], [7124447.41075839, -4439106.7872088], [7124447.41075839, -4163881.14407787], [7792364.35548466, -4163881.14407787], [8905559.26349526, -4163881.14407787], [8905559.26349526, -4439106.7872088]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
570,570,15,857863396498.2969,6784342.770640685,"{'rings': [[[12022505.0056847, -4439106.7872088], [11354588.0609584, -4439106.7872088], [10018754.1714058, -4439106.7872088], [8905559.26349526, -4439106.7872088], [8905559.26349526, -4163881.14407787], [9573476.20822153, -4163881.14407787], [11799866.0240425, -4163881.14407787], [12022505.0056847, -4163881.14407787], [12022505.0056847, -4439106.7872088]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
571,571,16,122551913789.41406,1441007.2126302859,"{'rings': [[[12467782.9688689, -4439106.7872088], [12245143.9872267, -4439106.7872088], [12022505.0056847, -4439106.7872088], [12022505.0056847, -4163881.14407787], [12245143.9872267, -4163881.14407787], [12467782.9688689, -4163881.14407787], [12467782.9688689, -4439106.7872088]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
572,572,17,183827870670.32812,1886285.1757144323,"{'rings': [[[13135699.9135952, -4439106.7872088], [12467782.9688689, -4439106.7872088], [12467782.9688689, -4163881.14407787], [12690421.950411, -4163881.14407787], [13135699.9135952, -4163881.14407787], [13135699.9135952, -4439106.7872088]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
573,573,16,732351068943.3906,5540385.279578076,"{'rings': [[[14916811.766332, -4439106.7872088], [13580977.8767794, -4439106.7872088], [13135699.9135952, -4439106.7872088], [13135699.9135952, -4163881.14407787], [14916811.766332, -4163881.14407787], [14916811.766332, -3895303.96334084], [15362089.7295162, -3895303.96334084], [15362089.7295162, -4163881.14407787], [15362089.7295162, -4439106.7872088], [14916811.766332, -4439106.7872088]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
574,574,19,122551913789.40625,1441007.2126303008,"{'rings': [[[17365840.5637952, -4439106.7872088], [16920562.600611, -4439106.7872088], [16920562.600611, -4163881.14407787], [17365840.5637952, -4163881.14407787], [17365840.5637952, -4439106.7872088]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
575,575,18,183827870670.32812,1886285.1757144248,"{'rings': [[[18033757.5085215, -4439106.7872088], [17811118.5268793, -4439106.7872088], [17365840.5637952, -4439106.7872088], [17365840.5637952, -4163881.14407787], [17588479.5453372, -4163881.14407787], [18033757.5085215, -4163881.14407787], [18033757.5085215, -4439106.7872088]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
576,576,17,551483260950.1172,4557950.403542644,"{'rings': [[[20037507.0671618, -4439106.78720881], [19814869.3611582, -4439106.7872088], [19369591.3980741, -4439106.7872088], [18033757.5085215, -4439106.7872088], [18033757.5085215, -4163881.14407787], [18256396.4900635, -4163881.14407787], [20037507.0671618, -4163881.14407787], [20037507.0671618, -4232038.46239887], [20037507.0671618, -4300621.37203052], [20037507.0671618, -4369640.51062216], [20037507.0671618, -4439106.78720881]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
577,577,16,251639383776.6875,2346238.87230419,"{'rings': [[[-20037507.0671618, -4439106.7872088], [-19146952.4164097, -4439106.7872088], [-19146952.4164097, -4721671.57260873], [-20037507.0671618, -4721671.57260873], [-20037507.0671618, -4664535.89377324], [-20037507.0671618, -4607717.75914199], [-20037507.0671618, -4551210.91967781], [-20037507.0671618, -4495009.25859831], [-20037507.0671618, -4439106.7872088]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
578,578,14,394010937993.85156,3562874.470672241,"{'rings': [[[-9573476.20819928, -4721671.57260873], [-9573476.20819928, -4439106.7872088], [-9350837.22665722, -4439106.7872088], [-8682920.28183084, -4439106.7872088], [-8682920.28183084, -4163881.14407787], [-8237642.31874674, -4163881.14407787], [-8237642.31874674, -4439106.7872088], [-8535074.08319124, -4625883.13479385], [-9573476.20819928, -4721671.57260873]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
579,579,13,125819872082.17969,1455685.4969680756,"{'rings': [[[-6233891.48446781, -4721671.57260873], [-6679169.44755192, -4721671.57260873], [-6679169.44755192, -4439106.7872088], [-6456530.46600986, -4439106.7872088], [-6233891.48446781, -4439106.7872088], [-6233891.48446781, -4721671.57260873]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
580,580,15,62909936069.37891,1010407.5340841953,"{'rings': [[[-6011252.50282564, -4721671.57260873], [-6233891.48446781, -4721671.57260873], [-6233891.48446781, -4439106.7872088], [-6011252.50282564, -4439106.7872088], [-6011252.50282564, -4721671.57260873]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
581,581,17,250005765032.48047,2451414.7465142636,"{'rings': [[[-5343335.55809937, -4721671.57260873], [-5565974.53964142, -4721671.57260873], [-5788613.52128359, -4721671.57260873], [-6011252.50282564, -4721671.57260873], [-6011252.50282564, -4439106.7872088], [-6011252.50282564, -4163881.14407787], [-5788613.52128359, -4163881.14407787], [-5788613.52128359, -4439106.7872088], [-5343335.55809937, -4439106.7872088], [-5343335.55809937, -4721671.57260873]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
582,582,16,440369552372.49023,3682075.3129892712,"{'rings': [[[-3784862.68700467, -4721671.57260873], [-5343335.55809937, -4721671.57260873], [-5343335.55809937, -4439106.7872088], [-4898057.59491516, -4439106.7872088], [-3784862.68700467, -4439106.7872088], [-3784862.68700467, -4721671.57260873]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
583,583,15,377459616331.4004,3236797.3499051724,"{'rings': [[[-2449028.79745201, -4721671.57260873], [-2894306.76063623, -4721671.57260873], [-3784862.68700467, -4721671.57260873], [-3784862.68700467, -4439106.7872088], [-3562223.7053625, -4439106.7872088], [-2449028.79745201, -4439106.7872088], [-2449028.79745201, -4721671.57260873]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
584,584,14,629099360524.044,5017909.202441811,"{'rings': [[[-222638.981631038, -4721671.57260873], [-1335833.88954152, -4721671.57260873], [-2449028.79745201, -4721671.57260873], [-2449028.79745201, -4439106.7872088], [-222638.981631038, -4439106.7872088], [-222638.981631038, -4721671.57260873]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
585,585,14,251639744220.9336,2346241.4235367347,"{'rings': [[[890555.926379567, -4721671.57260873], [1.11305657984171e-05, -4721671.57260873], [1.11305657984171e-05, -4439106.7872088], [890555.926379567, -4439106.7872088], [890555.926379567, -4721671.57260873]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
586,586,15,62909936041.08838,1010407.5338839614,"{'rings': [[[1113194.90792162, -4721671.57260873], [890555.926379567, -4721671.57260873], [890555.926379567, -4439106.7872088], [1113194.90792162, -4439106.7872088], [1113194.90792162, -4721671.57260873]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
587,587,16,125819872110.46777,1455685.4971682983,"{'rings': [[[1558472.87110584, -4721671.57260873], [1335833.88956378, -4721671.57260873], [1113194.90792162, -4721671.57260873], [1113194.90792162, -4439106.7872088], [1558472.87110584, -4439106.7872088], [1558472.87110584, -4721671.57260873]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
